Artist,Genre,Song,Lyrics
Frankie Ballard,Country,You’ll Accomp’ny Me,A gypsy wind is blowing warm tonight The sky is starlit and the time is right Still you're telling me you have to go Before you leave there's Something you should know Yeah something you should know baby I ve seen you smiling in the summer sun I ve seen your long hair flying when you run I ve made my mind up that it's meant to be Someday baby you ll accompny me Someday baby you ll accompny me Where the river meet the sound and sea You're high above me now You're wild and free Oh yeah someday baby you accompny me Someday baby you ll accompny me Ooo-ooo Some people say that love's a losing game You start with fire but you lose the flame The ash smolder but the want so gone You end up cold and lonely on your own I ll take the chance babe I ll risk it all To win your love or I ll take the fall I ve made my mind up girl it's meant to be Someday baby you ll accompny me yeah Someday baby you ll accompny me It's written down somewhere it's got to be You're high above me now you're wild and free Someday baby you ll accompny me Someday baby you ll accompny me You ll accompny me Yeah yeah A gypsy wind is blowing warm tonight The sky is starlit and the time is right But still you're telling me you have to go Before you leave there's Something you should know Someday baby you ll accompny me Where the river meet the sound and sea I feel it in my soul it's meant to be oh Someday baby you ll accompny me Yeah someday baby you ll accompny me It's written down somewhere it's got to be You're high above me now you're wild and free Someday baby you ll accompny me Oh someday baby you ll accompny me You ll accompny me yeah Someday baby someday You ll accompny me You will accompny me Yeah someday baby Someday You will accompny me You will accompny me Yeah woah someday baby Someday Yeah
Frankie Ballard,Country,Young & Crazy,One day I ll slow and lay down Spend my weekend in a swing out on the wraparound Oh but these day I'm on a mission To get these wild oat out of my system Yeah I might stay out all night I ve got ta do a little wrong so I know what's right I wan na sit out on the porch Telling story bout my glory day when I'm pushing eighty How am I ever gon na get to be old and wise If I ain't ever young and crazy Now I might have to kiss no telling how many lip Before I ever really figure out what love is Go through some heartbreak wake up with headache Don't learn nothing til you make a lot of mistake How will I know where to draw the line If I don't cross it a few hundred time I wan na sit out on the porch Telling story bout my glory day when I'm pushing eighty How am I ever gon na get to be old and wise If I ain't ever young and crazy Yeah I'm gon na stay out all night I ve got ta do a little wrong so I know what's right I ve got ta live a lot of life if I'm gon na give good advice When I'm talking to my grand-babies How am I ever gon na get to be old and wise If I ain't ever young and crazy Yeah I wan na sit out on the porch Telling story bout my glory day when I'm pushing eighty How am I ever gon na get to be old and wise If I ain't ever young and crazy If I ain't ever young and crazy Young and crazy Young young and crazy Young and crazy
Pistol Annies,Country,Best Years of My Life,I picked a good day for a recreational Percocet I ve got an itch to just get high I'm in the middle of the worst of it These are the best year of my life I ve got the hankering for intellectual emptiness I ve got the need to ease my mind I ll watch some re-runs on the TV set These are the best year of my life I wa looking forward to Staying here forever Cause you asked me to Didn't think that I could do better So I settled down In this ten-cent town It's about to break me I'm gon na mix a drink and try to drown this worthlessness Call Mom and tell her I'm alright Well he don't love me but he ain't gone yet These are the best year of my life Yeah I wa looking forward to Staying here forever Cause you asked me to Didn't think that I could do better So I settled down In this ten-cent town It's about to break me I picked a good day for a recreational Percocet I ve got an itch to just get high I'm in the middle of the worst of it These are the best year of my life These are the best year of my life These are the best year of my life
Pistol Annies,Country,Got My Name Changed Back,It take a judge to get married take a judge to get divorced Well the last couple year spent a lotta time in court Got my name changed back Yeah yeah I got my name changed back Yeah yeah Well I wanted somethin new then I wanted what I had I got my name changed back Yeah yeah Well I ve got me an ex that I adored But he got along good with a couple road whore Got my name changed back Yeah yeah I got my name changed back Yeah yeah I don't wan na be a Missus on paper no more I got my name changed back Yeah yeah Here we go I done let a man get the best of me Spent an afternoon at the DMV Got my name changed back Yeah yeah I got my name changed back Yeah yeah Now who I wa ain't who I be I got my name changed back Yeah yeah That's right Well how to win when you play the fool That's somethin they don't teach in school I played to win lookin back is funny I broke his heart and I took his money Got my name changed back Yeah yeah I got my name changed back Yeah yeah I don't wan na be a Missus on paper no more I got my name changed back Yeah yeah I got my name changed back I got my name changed back I got my name changed back I got my name changed back I got my name changed back I got my name changed back Ba-da-ba-da-da-da Yeah yeah
Pistol Annies,Country,Interstate Gospel,Jesus is the bread of life without him you're toast Hallelujah yall I ve found the holy ghost To be almost saved only mean that you're lost Sins are expensive and Jesus paid the cost These church sign they light up these road that I roam They're leading me closer they're calling me home The further I get the further I go This interstate gospel is saving my soul This interstate gospel is saving my soul If you can't stand the heat turn the prayer-conditioner up Drink some holy water from a Dixie cup If you're runnin on empty fuel up on faith Even ol Moses wa a basket case These church sign they light up these road that I roam They're leading me closer they're calling me home The further I get the further I go This interstate gospel is saving my soul This interstate gospel is saving my soul These church sign they light up these road that I roam They're leading me closer they're calling me home The further I get the further I go This interstate gospel is saving my soul This interstate gospel is saving my soul This interstate gospel is saving my soul
Billy Joel,Rock,We Didn’t Start the Fire,Harry Truman Doris Day Red China Johnnie Ray South Pacific Walter Winchell Joe DiMaggio McCarthy Richard Nixon Studebaker Television North Korea South Marilyn Monroe Rosenbergs H-Bomb Sugar Ray Panmunjom Brando The King And I The Catcher In The Rye Eisenhower Vaccine England's got a new queen Marciano Liberace Santayana goodbye We didn't start the fire It wa always burning Since the world's been turning We didn't start the fire No we didn't light it But we tried to fight it Joseph Stalin Malenkov Nasser and Prokofiev Rockefeller Campanella Communist Bloc Roy Cohn Juan Peron Toscanini Dacron Dien Bien Phu Falls Rock Around the Clock Einstein James Dean Brooklyn's got a winning team Davy Crockett Peter Pan Elvis Presley Disneyland Bardot Budapest Alabama Khrushchev Princess Grace Peyton Place Trouble in the Suez We didn't start the fire It wa always burning Since the world's been turning We didn't start the fire No we didn't light it But we tried to fight it Little Rock Pasternak Mickey Mantle Kerouac Sputnik Zhou En-lai Bridge On The River Kwai Lebanon Charles de Gaulle California baseball Starkweather Homicide Children of Thalidomide Buddy Holly Ben-Hur Space Monkey Mafia Hula Hoops Castro Edsel is a no-go U-2 Syngman Rhee Payola and Kennedy Chubby Checker Psycho Belgians in the Congo We didn't start the fire It wa always burning Since the world's been turning We didn't start the fire No we didn't light it But we tried to fight it Hemingway Eichmann Stranger in a Strange Land Dylan Berlin Bay of Pigs invasion Lawrence of Arabia British Beatlemania Ole Miss John Glenn Liston beat Patterson Pope Paul Malcolm'X British Politician sex J.F.K blown away What else do I have to say We didn't start the fire It wa always burning Since the world's been turning We didn't start the fire No we didn't light it But we tried to fight it Birth control Ho Chi Minh Richard Nixon back again Moonshot Woodstock Watergate punk rock Begin Reagan Palestine Terror on the airline Ayatollahs in Iran Russians in Afghanistan Wheel of Fortune Sally Ride Heavy metal suicide Foreign debt homeless Vets AIDS crack Bernie Goetz Hypodermics on the shore China's under martial law Rock and Roller cola war I can't take it anymore We didn't start the fire It wa always burning Since the world's been turning We didn't start the fire But when we are gone It will still burn on and And on and We didn't start the fire It wa always burning Since the world's been turning We didn't start the fire No we didn't light it But we tried to fight it We didn't start the fire It wa always burning Since the world's been turning We didn't start the fire No we didn't light it But we tried to fight it We didn't start the fire It wa always burning Since the world's been turning We didn't start the fire No we didn't light it But we tried to fight it We didn't start the fire It wa always burning Since the world's been turning
Billy Joel,Rock,Piano Man,It's nine oclock on a Saturday The regular crowd shuffle in There's an old man sittin next to me Makin love to his tonic and gin He say Son can you play me a memory I'm not really sure how it go But it's sad and it's sweet And I knew it complete When I wore a younger man\'s clothes La la lee dee da La la lee dee da dum Sing u a song you're the piano man Sing u a song tonight Well we're all in the mood for a melody And you ve got u feeling alright Now John at the bar is a friend of mine He get me my drink for free And he's quick with a joke Or to light up your smoke But there's someplace that he'd rather be He say Bill I believe this is killing me As the smile ran away from his face Well I\'m sure that I could be a movie star If I could get out of this place Oh la di da La la di da dum Now Paul is a real estate novelist Who never had time for a wife And he's talkin with Davy Who's still in the Navy And probably will be for life And the waitress is practicing politics As the businessmen slowly get stoned Yes they're sharing a drink they call loneliness But it's better than drinkin alone Sing u a song you're the piano man Sing u a song tonight Well we're all in the mood for a melody And you ve got u feeling alright It's a pretty good crowd for a Saturday And the manager give me a smile Cause he know that it's me They ve been comin to see To forget about life for a while And the piano it sound like a carnival And the microphone smell like a beer And they sit at the bar and put bread in my jar And say Man what are you doin\ here Oh la lee dee da La la lee dee da dum Sing u a song you're the piano man Sing u a song tonight Well we're all in the mood for a melody And you ve got u feeling alright
Billy Joel,Rock,Vienna,Slow down you crazy child You're so ambitious for a juvenile But then if you're so smart tell me Why are you still so afraid hmm Where's the fire what's the hurry about You'd better cool it off before you burn it out You ve got so much to do And only so many hour in a day But you know that when the truth is told That you can get what you want Or you could just get old You gon na kick off before You even get halfway through ooh When will you realize Vienna wait for you Slow down you're doing fine You can't be everything You wan na be before your time Although it's so romantic On the borderline tonight Too bad but it's the life you lead You're so ahead of yourself That you forgot what you need Though you can see when you're wrong You know you can't always See when you're right you're You ve got your passion You ve got your pride But don't you know That only fool's satisfied Dream on but don't imagine They ll all come true ooh When will you realize Vienna wait for you Slow down you crazy child And take the phone off the hook And disappear for a while It's all right you can afford To lose a day or two ooh When will you realize Vienna wait for you And know that when the truth is told That you can get what you want Or you could just get old You gon na kick off before You even get halfway through ooh Why don't you realize Vienna wait for you When will you realize Vienna wait for you
George Ezra,Rock,Shotgun,Home grown alligator see you later Got ta hit the road got ta hit the road Something changed in the atmosphere Architecture unfamiliar I could get used to this Time fly by in the yellow and green Stick around and you ll see what I mean There's a mountain-top that I'm dreamin of If you need me you know where I ll be I ll be ridin shotgun underneath the hot sun Feelin like a someone I ll be ridin shotgun underneath the hot sun Feelin like a someone South of the Equator navigator Got ta hit the road got ta hit the road Deep sea divin round the clock Bikini bottom lager top I could get used to this Time fly by in the yellow and green Stick around and you ll see what I mean There's a mountain-top that I'm dreamin of If you need me you know where I ll be I ll be ridin shotgun underneath the hot sun Feelin like a someone I ll be ridin shotgun underneath the hot sun Feelin like a someone We got two in the front Two in the back Sailin along And we don't look back Back back-back-back-back Time fly by in the yellow and green Stick around and you ll see what I mean There's a mountain-top that I'm dreamin of If you need me you know where I ll be I ll be ridin shotgun underneath the hot sun Feelin like a someone I ll be ridin shotgun underneath the hot sun Feelin like a someone I ll be ridin shotgun underneath the hot sun Feelin like a someone I ll be ridin shotgun underneath the hot sun Feelin like a someone I ll be ridin shotgun underneath the hot sun Feelin like a someone I ll be ridin shotgun underneath the hot sun Feelin like a someone a a someone a
George Ezra,Rock,Budapest,My house in Budapest my My hidden treasure chest Golden grand piano My beautiful Castillo You ooh you I'd leave it all My acre of a land I have achieved It may be hard for you to Stop and believe But for you ooh I'd leave it all Oh for you ooh I'd leave it all Give me one good reason Why I should never make a change And baby if you hold me Then all of this will go away My many artifact The list go on If you just say the word I ll I up and run Oh to you ooh I'd leave it all Oh for you ooh I'd leave it all Give me one good reason Why I should never make a change And baby if you hold me Then all of this will go away Give me one good reason Why I should never make a change And baby if you hold me Then all of this will go away A-ooh My friend and family They don't understand They fear they ll lose so much If you take my hand But for you ooh I'd lose it all Oh for you ooh I'd lose it all Give me one good reason Why I should never make a change And baby if you hold me Then all of this will go away Give me one good reason Why I should never make a change And baby if you hold me Then all of this will go away My house in Budapest my My hidden treasure chest Golden grand piano My beautiful Castillo You ooh you I'd leave it all Oh for you ooh I'd leave it all
George Ezra,Rock,Paradise,My love my My lover I'm in paradise whenever I'm with you My mind my My m-m-m-m-mind Well it's a paradise whenever I'm with you Ride on ride I will ride on down the road I will find you I will hold you I ll be there It's long how It's a mighty long road but I find you I will hold you and I ll be there I know you heard it from those other boy But this time it's real It's something that I feel and I know you heard it from those other boy But this time it's real It's something that I feel and If it feel like paradise running through your bloody vein You know it's love heading your way If it feel like paradise running through your bloody vein You know it's love heading your way My time my My t-t-t-t-time Well it a never ending helter skelter We ll be out whatever the weather My heart my My boom-boom heart It's a-beating it's a-thumping And I'm alive I know you heard it from those other boy But this time it's real It's something that I feel and I know you heard it from those other boy But this time it's real It's something that I feel and If it feel like paradise running through your bloody vein You know it's love heading your way If it feel like paradise running through your bloody vein You know it's love heading your way Paradise roll on Meet me there roll on Paradise roll on Meet me there roll on Paradise roll on Meet me there roll on Paradise roll on Meet me there roll on Paradise roll on Meet me there roll on Paradise roll on Meet me there roll on If it feel like paradise running through your bloody vein You know it's love heading your way If it feel like paradise running through your bloody vein You know it's love heading your way I know you heard it from those other boy But this time it's real It's something that I feel and I know you heard it from those other boy But this time it's real It's something that I feel and If it feel like paradise running through your bloody vein You know it's love heading your way If it feel like paradise running through your bloody vein You know it's love heading your way If it feel like paradise running through your bloody vein You know it's love heading your way If it feel like paradise running through your bloody vein You know it's love heading your way
Linkin Park,Rock,In the End,It start with one One thing I don't know why It doen't even matter how hard you try Keep that in mind I designed this rhyme To explain in due time all I know Time is a valuable thing Watch it fly by a the pendulum swing Watch it count down to the end of the day The clock tick life away it's so unreal It's so unreal Didn't look out below Watch the time go right out the window Tryin to hold on didn't even know I wasted it all just to watch you go I kept everything inside And even though I tried it all fell apart What it meant to me will eventually be A memory of a time when I tried so hard I tried so hard and got so far But in the end it doen't even matter I had to fall lose it all But in the end it doen't even matter One thing I don't know why It doen't even matter how hard you try Keep that in mind I designed this rhyme To remind myself how I tried so hard In spite of the way you were mockin me Actin like I wa part of your property Rememberin all the time you fought with me I'm surprised it got so far Things aren't the way they were before You wouldn't even recognize me anymore Not that you knew me back then But it all come back to me in the end You kept everything inside And even though I tried it all fell apart What it meant to me will eventually be A memory of a time when I tried so hard I tried so hard and got so far But in the end it doen't even matter I had to fall lose it all But in the end it doen't even matter I ve put my trust in you Pushed a far I can go For all this There's only one thing you should know I ve put my trust in you Pushed a far I can go For all this There's only one thing you should know I tried so hard and got so far But in the end it doen't even matter I had to fall lose it all But in the end it doen't even matter
Linkin Park,Rock,Heavy,I don't like my mind right now Stacking up problem that are so unnecessary Wish that I could slow thing down I wan na let go but there's comfort in the panic And I drive myself crazy Thinking everything's about me Yeah I drive myself crazy Cause I can't escape the gravity I'm holding on Why is everything so heavy Holding on So much more than I can carry I keep dragging around what's bringing me down If I just let go I'd be set free Holding on Why is everything so heavy You say that I'm paranoid But I'm pretty sure the world is out to get me It's not like I make the choice To let my mind stay so fucking messy I know I'm not the center of the universe But you keep spinning round me just the same I know I'm not the center of the universe But you keep spinning round me just the same I'm holding on Why is everything so heavy Holding on So much more than I can carry I keep dragging around what's bringing me down If I just let go I'd be set free Holding on Why is everything so heavy I know I'm not the center of the universe But you keep spinning round me just the same I know I'm not the center of the universe But you keep spinning round me just the same And I drive myself crazy Thinking everything's about me Holding on Why is everything so heavy Holding on So much more than I can carry I keep dragging around what's bringing me down If I just let go I'd be set free Holding on Why is everything so heavy Why is everything so heavy Why is everything so heavy
Linkin Park,Rock,One More Light,Should ve stayed were there sign I ignored Can I help you not to hurt anymore We saw brilliance when the world wa asleep There are thing that we can have but can't keep If they say Who care if one more light go out In the sky of a million star It flicker Who care when someone's time run out If a moment is all we are Or quicker Who care if one more light go out Well I do The reminder pull the floor from your foot In the kitchen one more chair than you need oh And you're angry and you should be it's not fair Just cause you can't see it doen't mean it isn't there If they say Who care if one more light go out In the sky of a million star It flicker Who care when someone's time run out If a moment is all we are Or quicker Who care if one more light go out Well I do I Who care if one more light go out In the sky of a million star It flicker Who care when someone's time run out If a moment is all we are Or quicker Who care if one more light go out Well I do Well I do
Judah & The Lion,Rock,Take It All Back 2.0,You know I'd take it all back take it all back take it all back I'd take it all back just to have you You know I'd take it all back take it all back take it all back I'd take it all back just to have you Hey my life is real great feel I'm well on my way to my dream coming true and I'm getting to do it with you And it feel so nice when the people sing along they're singing along with the banjo But I'd take it all back take it all back take it all back I'd take it all back just to have you You know I'd take it all back take it all back take it all back I'd take it all back just to have you And one day we might have a big house with nice car and fancy clothes and a wife with a big ol diamond ring Cause the people they dancing along they dancing along to the mando and some sort of hip-hop beat But I'd take it all back take it all back take it all back I'd take it all back just to have you And I'd take it all back take it all back take it all back I'd take it all back just to have you I'm waking up I'm waking up I'm waking up I'm waking up I'm waking up I'm waking up But I'd take it all back take it all back take it all back I'd take it all back just to have you And I'd take it all back take it all back take it all back I'd take it all back just to have you Hey my life is real great feel I'm well on my way to my dream coming true and I'm getting to do with you
Judah & The Lion,Rock,Suit and Jacket,I ain't trading my youth for no suit and jacket I ain't giving my freedom for your money and status So don't say I'm getting older Cause I ll say it when I do Cause everybody I know everybody I know Is growing old is growing old too quickly And I don't wan na go So how am I supposed to slow it down so I can figure out who I am And I ain't trading my dream for no 401k And I ain't giving this fire for a cold heart So don't say I'm getting colder Cause I ll say it when I do Cause everybody I know everybody I know Is growing old is growing old too quickly And I don't wan na go So how am I supposed to slow it down so I can figure out who I am Some of u surviving Some of u just roaming Some of u just hoping the world will move more slowly And some of u alive We're all gon na die one day Yeah some of u surviving Some of u just roaming Some of u just hoping the world will move more slowly And some of u alive We're all gon na die one day Yeah some of u surviving Some of u just roaming Some of u just hoping the world will move more slowly Some of u alive We're all gon na die one day Cause everybody I know everybody I know Is growing old is growing old too quickly And I don't wan na go So how am I supposed to slow it down so I can figure out who I am
Judah & The Lion,Rock,Our Love,Oh I ve been walking Down this road And on my own And on my own And I ve been searching To find my way to find my way To find the path That you ve been traveling on Like the tree wait For the rain to come I feel hope In the strength of our love And I'm going crazy Cause you're moving slow Your train ain't running Like I want it to go Like the sea wait For the dawn to come I feel hope In the strength of our love So wait for me As I wait for you And we ll find the love We ve wanted so And all come true And all come true
The Strumbellas,Rock,Spirits,I got gun in my head and they won't go Spirits in my head and they won't go I got gun in my head and they won't go Spirits in my head and they won't I been looking at the star tonight And I think oh how I miss that bright sun I ll be a dreamer til the day I die But they say oh how the good die young But we're all strange And maybe we don't wan na change I got gun in my head and they won't go Spirits in my head and they won't go I got gun in my head and they won't go Spirits in my head and they won't go But the gun still rattle The gun still rattle oh I got gun in my head and they won't go Spirits in my head and they won't go I spent a lot of night on the run And I think oh like I'm lost and can't be found I'm just waiting for my day to come And I think oh I don't wan na let you down Cause something inside ha changed And maybe we don't wan na stay the same I got gun in my head and they won't go Spirits in my head and they won't go I got gun in my head and they won't go Spirits in my head and they won't go But the gun still rattle The gun still rattle oh But the gun still rattle The gun still rattle oh And I don't want a never-ending life I just want to be alive while I'm here And I don't want a never-ending life I just want to be alive while I'm here And I don't want to see another night Lost inside a lonely life while I'm here I got gun in my head and they won't go Spirits in my head and they won't go I got gun in my head and they won't go Spirits in my head and they won't go But the gun still rattle The gun still rattle oh But the gun still rattle The gun still rattle oh
The Strumbellas,Rock,We Don’t Know,Well I know it get harder every single day And I know my darkness will never go away It's hard when you're living and you don't feel much And you're down and you're hoping that thing are gon na change Oh we don't know the road that we're heading down But we all know if we're lost then we ll find a way We don't know if we leave will we make it home But we all know if there's hope then we ll be okay And some say it get brighter We just have to wait Mother mother I can feel your heart break Burning through me every single day It's hard when you're living and you don't feel much And you're down and you're hurting cause you don't feel loved It's hard when you're living and you don't feel much And you're down and you're hoping that thing are gon na change Oh we don't know the road that we're heading down But we all know if we're lost then we ll find a way We don't know if we leave will we make it home But we all know there's hope and we ll be okay Oh we don't know the road that we're heading down But we all know if we're lost then we ll find a way We don't know if we leave will we make it home But we all know if there's hope then we ll be okay Oh there's something in my mind that's killing me There's something that this life's not giving me Would you say There's something in my mind that's killing me There's something that this life's not giving me Would you say Oh we don't know the road that we're heading down But we all know if we're lost then we ll find a way We don't know if we leave will we make it home But we all know if there's hope then we ll be okay Oh we don't know the road that we're heading down But we all know if we're lost then we ll find a way We don't know if we leave will we make it home But we all know if there's hope then we ll be okay
The Strumbellas,Rock,Young & Wild,And there's a ghost Living in my head And there's a hope Burning my bed I'm young and wild I'm young and wild I jump off from an airplane To see if I can fly I lit a house on fire Just to see a painted sky Did you know did you know I ve been running all my life Sometimes I say you're crazy Sometimes I ll think you're strange Maybe you're the one who found a way out of this cage Here we go here we go Let's take apart this night And it go on and And it go on and And it go on and And it go on and And there's a ghost Living in my head And there's a hope Burning my bed I'm young and wild I'm young and wild And there's a ghost Living in my head And there's a hope Burning my bed I'm young and wild I'm young and wild I walk the line they made me Just to make them smile Cause every monster they make Was once a happy child Did you know did you know We won't go with out a fight They said that you'd be nothing They said these dream will die But I stood strong and worked too hard to keep this hope alive Here we go here we go I'm going to write my name in light And it go on and And it go on and And it go on and And it go on and And there's a ghost Living in my head And there's a hope Burning my bed I'm young and wild I'm young and wild And there's a ghost Living in my head And there's a hope Burning my bed I'm young and wild I'm young and wild When I go I ll go a you ll never know When I go I ll go a you ll never know I can feel the mountain's burning sun When I go I ll go a you ll never know When I go I ll go a you ll never know I can feel the mountain's burning sun And there's a ghost Living in my head And there's a hope Burning my bed I'm young and wild I'm young and wild And there's a ghost Living in my head And there's a hope Burning my bed I'm young and wild I'm young and wild I'm young and wild I'm young and wild I'm young and wild I'm young and wild
Selena Gomez,Pop,Lose You To Love Me,You promised the world and I fell for it I put you first and you adored\u2005it Set\u2005fires to my\u2005forest And you let it burn Sang off-key\u2005in my chorus Cause it wan't yours I saw the sign and I ignored it Rose-colored glass all distorted Set fire to my purpose And I let it burn You got off on the hurtin When it wan't yours yeah We'd always go into it blindly I needed to lose you to find me This dancing wa killing me softly I needed to hate you to love me yeah To love yeah To love yeah To love yeah I needed to lose you to love me yeah To love yeah To love yeah To love yeah I needed to lose you to love me I gave my all and they all know it Then you tore me down and now it's showing In two month you replaced u Like it wa easy Made me think I deserved it In the thick of healing yeah We'd always go into it blindly I needed to lose you to find me This dancing wa killing me softly I needed to hate you to love me yeah To love yeah To love yeah To love yeah I needed to lose you to love me yeah To love yeah To love yeah To love yeah I needed to lose you to love me You promised the world and I fell for it I put you first and you adored it Set fire to my forest And you let it burn Sang off-key in my chorus To love yeah To love yeah To love yeah I needed to hate you to love me yeah To love yeah To love yeah To love yeah I needed to lose you to love me To love yeah To love yeah To love yeah And now the chapter is closed and done To love yeah To love yeah To love yeah And now it's goodbye it's for u
Selena Gomez,Pop,Back to You,Took you like a shot Thought that I could chase you with a cold evenin Let a couple year water down how I'm feelin about you Feelin about you And every time we talk Every single word build up to this moment And I got ta convince myself I don't want it Even though I do even though I do You could break my heart in two But when it heals beat for you I know it's forward but it's true I wan na hold you when I'm not supposed to When I'm lyin close to someone else You're stuck in my head and I can't get you out of it If I could do it all again I know I'd go back to you I know I'd go back to you oh I know I'd go back to you We never got it right Playin and replayin old conversation Overthinkin every word and I hate it Cause's not me cause it's not me cause it's not me And what's the point in hidin Everybody know we got unfinished business And I ll regret it if I didn't say This isn't what it could be isn't what it could be You could break my heart in two But when it heals beat for you I know it's forward but it's true I wan na hold you when I'm not supposed to When I'm lyin close to someone else You're stuck in my head and I can't get you out of it If I could do it all again I know I'd go back to you I know I'd go back to you I know I'd go back to you I'd go back to you I'd go back to you I know I said I wan't sure But I'd go back to you I know I'd go back to you You can break my heart in two But when it heals beat for you I know it's forward but it's true Won't lie I'd go back to you You know my thought are runnin loose It's just a thing you make me do And I could fight but what's the use I know I'd go back to you I wan na hold you when I'm not supposed to When I'm lyin close to someone else You're stuck in my head and I can't get you out of it If I could do it all again I know I'd go back to you I ll go back to you I ll go back to you I know I'd go back to you I'd go back to you I'd go back to you I know I'd go back to you Go back to you go back to you Go back to you go back to you Go back to you go back to you
Selena Gomez,Pop,Fetish,Take it or leave it Baby take it or leave it But I know you won't leave it Cause I know that you need it Look in the mirror When I look in the mirror Baby I see it clearer Why you wan na be nearer I'm not surprised I sympathize ah I can't deny Your appetite ah You got a fetish for my love I push you out and you come right back Don't see a point in blaming you If I were you I'd do me too You got a fetish for my love I push you out and you come right back Don't see a point in blaming you If I were you I'd do me too You got a fetish for my love Reaching your limit Say you're reaching your limit Going over your limit But I know you can't quit it Something about me Got you hooked on my body Take you over and under twisted up like origami I'm not surprised I sympathize ah I can't deny Your appetite ah You got a fetish for my love I push you out and you come right back Don't see a point in blaming you If I were you I'd do me too You got a fetish for my love I push you out and you come right back Don't see a point in blaming you If I were you I'd do me too You got a fetish for my love It's Gucci The way you walk the way you talk I blame you cause it's all your fault You're playin hard don't turn me off You actin hard but I know you soft You my fetish I'm so with it All these rumor bein spreaded Might a well go head and whip it Cause they sayin we already did it Call on Gucci if you ever need me I ll be South Beach in the drop top gleamin Water diamond Aquafina Just need you in a blue bikini You got a fetish for my love I push you out and you come right back Don't see a point in blaming you If I were you I'd do me too You got a fetish for my love I push you out and you come right back Don't see a point in blaming you If I were you I'd do me too You got a fetish for my love
Carly Rae Jepsen,Pop,Call Me Maybe,I threw a wish in the well Don't ask me I ll never tell I looked to you a it fell And now you're in my way I trade my soul for a wish Pennies and dime for a kiss I wan't looking for this But now you're in my way Your stare wa holding Ripped jean skin wa showin Hot night wind wa blowin Where you think're going baby Hey I just met you and this is crazy But here's my number so call me maybe It's hard to look right at you baby But here's my number so call me maybe Hey I just met you and this is crazy But here's my number so call me maybe And all the other boy try to chase me But here's my number so call me maybe You took your time with the call I took no time with the fall You gave me nothing at all But still you're in my way I beg and borrow steal At first sight and it's real I didn't know I would feel it But's in my way Your stare wa holding Ripped jean skin wa showing Hot night wind wa blowing Where you think're going baby Hey I just met you and this is crazy But here's my number so call me maybe It's hard to look right at you baby But here's my number so call me maybe Hey I just met you and this is crazy But here's my number so call me maybe And all the other boy try to chase me But here's my number so call me maybe Before you came into my life I missed you so bad I missed you so bad I missed you so bad Before you came into my life I missed you so bad And you should know that I missed you so bad It's hard to look right at you baby But here's my number so call me maybe Hey I just met you and this is crazy But here's my number so call me maybe And all the other boy try to chase me But here's my number so call me maybe Before you came into my life I missed you so bad I missed you so bad I missed you so bad Before you came into my life I missed you so bad And you should know that So call me maybe
Carly Rae Jepsen,Pop,I Really Like You,I really wan na stop but I just got the taste for it I feel like I could fly with the boy on the moon So honey hold my hand you like making me wait for it I feel like I could die walking up to the room oh yeah Late night watching television But how'd we get in this position It's way too soon I know this isn't love But I need to tell you something I really like you And I want you do want me do you want me too I really like you And I want you do want me do you want me too Oh did I say too much I'm so in my head when we're out of touch I really like you And I want you do want me do you want me too It's like everything you say is a sweet revelation All I wan na do is get into your head Yeah we could stay alone You and me this temptation Sipping on your lip hanging on by a thread baby Late night watching television But how'd we get in this position It's way too soon I know this isn't love Love But I need to tell you something I really like you And I want you do want me do you want me too I really like you And I want you do want me do you want me too Oh did I say too much I'm so in my head when we're out of touch When we're out of touch I really like you And I want you do want me do you want me too Who gave you eye like that Said you could keep them I don't know how to act Or if I should be leaving I'm running out of time Going out of my mind I need to tell you something Yeah I need to tell you something Yeah I really like you And I want you do want me do you want me too I really like you Oh oh And I want you do want me do you want me too Oh did I say too much Did I say too much I'm so in my head when we're out of touch I'm so in my head when we're out of touch I really like you And I want you do want me do you want me too Yeah I really like you And I want you do want me do you want me too Yeah I need to tell you something I really like you Oh yeah And I want you do want me do you want me too
